youtube_id,time_start,time_end,vatex_vid
FrHi4OUvcho,26,36,FrHi4OUvcho_000026_000036
2Hvviys79DY,96,106,2Hvviys79DY_000096_000106
AbWbp4X3iww,0,10,AbWbp4X3iww_000000_000010
p53DWSz4Dbc,16,26,p53DWSz4Dbc_000016_000026
BQdpeBwVFxI,36,46,BQdpeBwVFxI_000036_000046
MhB6igMq4RA,38,48,MhB6igMq4RA_000038_000048
Mi_wU_fX4V0,40,50,Mi_wU_fX4V0_000040_000050
0PAhJtUUzdU,10,20,0PAhJtUUzdU_000010_000020
8WYgKeZMvWI,30,40,8WYgKeZMvWI_000030_000040
0SuxKKgjOjA,0,10,0SuxKKgjOjA_000000_000010
LizHdkLATI0,33,43,LizHdkLATI0_000033_000043
kjikWqf1PIQ,9,19,kjikWqf1PIQ_000009_000019
sLi6MReMGRI,7,17,sLi6MReMGRI_000007_000017
bl0MO3tws_k,5,15,bl0MO3tws_k_000005_000015
0S3Z4VShSg8,0,10,0S3Z4VShSg8_000000_000010
wghY6eLLQHA,0,10,wghY6eLLQHA_000000_000010
9MHIiSgDe7M,0,10,9MHIiSgDe7M_000000_000010
YESaWfuGZzw,2,12,YESaWfuGZzw_000002_000012
VJIhu38k4As,3,13,VJIhu38k4As_000003_000013
OGGTHkHE7Fo,0,10,OGGTHkHE7Fo_000000_000010
36Uy-rmbktc,2,12,36Uy-rmbktc_000002_000012
vCDRhPHa4D0,0,10,vCDRhPHa4D0_000000_000010
nonCHI21Ct4,2,12,nonCHI21Ct4_000002_000012
9vJvCg9q2Lo,1,11,9vJvCg9q2Lo_000001_000011
gb8c7RVWwos,0,10,gb8c7RVWwos_000000_000010
c2eX64MaG20,0,10,c2eX64MaG20_000000_000010
2Z4AZ2n76RQ,3,13,2Z4AZ2n76RQ_000003_000013
B65cPvklIDE,15,25,B65cPvklIDE_000015_000025
_Eo5AJRmPfM,0,10,_Eo5AJRmPfM_000000_000010
-vRZpWfAyTA,4,14,-vRZpWfAyTA_000004_000014
A1aEnnWD-0w,0,10,A1aEnnWD-0w_000000_000010
-hZJyWEFyL4,1,11,-hZJyWEFyL4_000001_000011
jdqVRQxPuNE,9,19,jdqVRQxPuNE_000009_000019
bTK2eopFSpI,3,13,bTK2eopFSpI_000003_000013
LBgOYfZviCE,0,10,LBgOYfZviCE_000000_000010
x867ywquxFU,3,13,x867ywquxFU_000003_000013
7qiOVuUkotc,14,24,7qiOVuUkotc_000014_000024
_S-UBVmVP7g,23,33,_S-UBVmVP7g_000023_000033
0ryRTf1NrgU,0,10,0ryRTf1NrgU_000000_000010
19GYFX158rQ,4,14,19GYFX158rQ_000004_000014
SHowhAGRAKY,0,10,SHowhAGRAKY_000000_000010
zoSY1SpTrCc,0,10,zoSY1SpTrCc_000000_000010
AVPmD9UcCpM,1,11,AVPmD9UcCpM_000001_000011
i8lAXJLeGJ8,0,10,i8lAXJLeGJ8_000000_000010
dhhMEzwbj_g,22,32,dhhMEzwbj_g_000022_000032
6jjkcrc7UOM,3,13,6jjkcrc7UOM_000003_000013
2zOS4pvlkmw,0,10,2zOS4pvlkmw_000000_000010
IqKUvew7wAU,0,10,IqKUvew7wAU_000000_000010
AhqzLqgBmfI,0,10,AhqzLqgBmfI_000000_000010
WBa_KZYXbTk,0,10,WBa_KZYXbTk_000000_000010
L1J6UgNZcjc,0,10,L1J6UgNZcjc_000000_000010
4r0lLvkpWzE,17,27,4r0lLvkpWzE_000017_000027
9Z-dqTgMmzE,0,10,9Z-dqTgMmzE_000000_000010
3GNMmi6XL-I,3,13,3GNMmi6XL-I_000003_000013
-KvDvP44fxc,25,35,-KvDvP44fxc_000025_000035
gtK3me1QW5s,0,10,gtK3me1QW5s_000000_000010
JbDbMiys92k,5,15,JbDbMiys92k_000005_000015
ipmPOShDjtw,116,126,ipmPOShDjtw_000116_000126
cMXFZfjHAxk,23,33,cMXFZfjHAxk_000023_000033
q_HWGb6M2rg,45,55,q_HWGb6M2rg_000045_000055
8gM0pPYkx0U,4,14,8gM0pPYkx0U_000004_000014
QliD2fmTU8g,6,16,QliD2fmTU8g_000006_000016
oQJvlUj5i6k,16,26,oQJvlUj5i6k_000016_000026
oOZNo3rsrGw,0,10,oOZNo3rsrGw_000000_000010
1ELh09xeRw4,2,12,1ELh09xeRw4_000002_000012
54DG48N4gs0,2,12,54DG48N4gs0_000002_000012
-D6dlwKg2Xs,11,21,-D6dlwKg2Xs_000011_000021
kQSnmBM-yzY,14,24,kQSnmBM-yzY_000014_000024
DiTdmdqKVRA,45,55,DiTdmdqKVRA_000045_000055
IJEjRJyazaQ,8,18,IJEjRJyazaQ_000008_000018
9xFXsvZPg14,3,13,9xFXsvZPg14_000003_000013
qhQ4CGCHe4k,1,11,qhQ4CGCHe4k_000001_000011
qthQrhrMfVg,46,56,qthQrhrMfVg_000046_000056
5YuTvYKd978,0,10,5YuTvYKd978_000000_000010
9HegmKsIAx8,11,21,9HegmKsIAx8_000011_000021
j07aHtuBGpM,42,52,j07aHtuBGpM_000042_000052
tbpNDH45I7A,0,10,tbpNDH45I7A_000000_000010
JU9aKn0qE5Y,9,19,JU9aKn0qE5Y_000009_000019
a2RFowm_gVA,5,15,a2RFowm_gVA_000005_000015
MjjngZ3oblk,0,10,MjjngZ3oblk_000000_000010
f9Lm3fLTm3c,0,10,f9Lm3fLTm3c_000000_000010
o2naVWxaKxM,41,51,o2naVWxaKxM_000041_000051
mmhnP-CB4is,75,85,mmhnP-CB4is_000075_000085
1f2tC_TVEms,3,13,1f2tC_TVEms_000003_000013
xKTzJvhfpwQ,0,10,xKTzJvhfpwQ_000000_000010
8vMkc9sW2dQ,4,14,8vMkc9sW2dQ_000004_000014
1jlCIie7myQ,85,95,1jlCIie7myQ_000085_000095
W3qnUMVooak,0,10,W3qnUMVooak_000000_000010
eeT2IkA6Faw,4,14,eeT2IkA6Faw_000004_000014
mU_u3FI83Jc,18,28,mU_u3FI83Jc_000018_000028
4BD8FfriGYk,7,17,4BD8FfriGYk_000007_000017
KXGe8MK_2nc,19,29,KXGe8MK_2nc_000019_000029
dl5o-Fv1N44,16,26,dl5o-Fv1N44_000016_000026
B38BzXupYP8,2,12,B38BzXupYP8_000002_000012
TFYtETW2JCU,58,68,TFYtETW2JCU_000058_000068
CWqA2qXbdZ0,17,27,CWqA2qXbdZ0_000017_000027
Aw29Le0dfLw,14,24,Aw29Le0dfLw_000014_000024
RMBHPRTigQA,184,194,RMBHPRTigQA_000184_000194
SrTrVoGQurU,83,93,SrTrVoGQurU_000083_000093
Hf0NpWcR9Xk,29,39,Hf0NpWcR9Xk_000029_000039
7s08CmQZqwg,85,95,7s08CmQZqwg_000085_000095
QHOBqzmiktk,1443,1453,QHOBqzmiktk_001443_001453
klzdBxuBIiw,209,219,klzdBxuBIiw_000209_000219
gE2zO9OPR1s,40,50,gE2zO9OPR1s_000040_000050
y0UDNLt1xio,66,76,y0UDNLt1xio_000066_000076
wjx5wfPFrpk,4,14,wjx5wfPFrpk_000004_000014
4vVynsOIOPk,15,25,4vVynsOIOPk_000015_000025
Fo7EATuH694,263,273,Fo7EATuH694_000263_000273
ae-zO7e9d2k,0,10,ae-zO7e9d2k_000000_000010
OitiEH3XPUs,71,81,OitiEH3XPUs_000071_000081
EpqbvcBX34I,172,182,EpqbvcBX34I_000172_000182
l_K4FCZdLF4,50,60,l_K4FCZdLF4_000050_000060
SHgJV-AN3yo,172,182,SHgJV-AN3yo_000172_000182
WGlhWhzTLSU,69,79,WGlhWhzTLSU_000069_000079
uJrO6XxiAOw,428,438,uJrO6XxiAOw_000428_000438
gsvsIZR-POY,14,24,gsvsIZR-POY_000014_000024
e25x1te4XSQ,92,102,e25x1te4XSQ_000092_000102
l6C2sd9CSBY,51,61,l6C2sd9CSBY_000051_000061
iptughTt6F8,22,32,iptughTt6F8_000022_000032
6KG6jPpzaW8,16,26,6KG6jPpzaW8_000016_000026
7SjGcIh7u4I,126,136,7SjGcIh7u4I_000126_000136
nk6HLNkczM4,88,98,nk6HLNkczM4_000088_000098
iVlTrDaHuhY,127,137,iVlTrDaHuhY_000127_000137
lJELRdZtbHA,19,29,lJELRdZtbHA_000019_000029
O7LVjeVnGC4,10,20,O7LVjeVnGC4_000010_000020
VOOgtq8dR9Q,0,10,VOOgtq8dR9Q_000000_000010
wZ46N9NSVGc,5,15,wZ46N9NSVGc_000005_000015
ipt_ZX5daM0,125,135,ipt_ZX5daM0_000125_000135
HqBTdau-P2M,186,196,HqBTdau-P2M_000186_000196
YWD9SBQ9jrk,50,60,YWD9SBQ9jrk_000050_000060
lmIcdrq6u-E,49,59,lmIcdrq6u-E_000049_000059
51BxyRNgLZM,91,101,51BxyRNgLZM_000091_000101
neD_CEo2oLI,11,21,neD_CEo2oLI_000011_000021
S_lsVZoqudQ,47,57,S_lsVZoqudQ_000047_000057
JLjbWpk8ahk,157,167,JLjbWpk8ahk_000157_000167
7Lsk-aJqmec,61,71,7Lsk-aJqmec_000061_000071
fue0hRnubOU,119,129,fue0hRnubOU_000119_000129
Yv09kphIWBE,0,10,Yv09kphIWBE_000000_000010
3YoPvJSij6U,44,54,3YoPvJSij6U_000044_000054
2jFzQhINVBs,23,33,2jFzQhINVBs_000023_000033
5si65pl0XEc,163,173,5si65pl0XEc_000163_000173
sUxwvFJZDpk,159,169,sUxwvFJZDpk_000159_000169
GCFCnD0nQRY,3,13,GCFCnD0nQRY_000003_000013
V8aFi-tAm_A,93,103,V8aFi-tAm_A_000093_000103
d5t-haBwYhw,53,63,d5t-haBwYhw_000053_000063
w1nEgns5oho,81,91,w1nEgns5oho_000081_000091
RwnXuIanfE0,231,241,RwnXuIanfE0_000231_000241
lp_a1G4GrzE,207,217,lp_a1G4GrzE_000207_000217
fBcmTIo8dFE,151,161,fBcmTIo8dFE_000151_000161
B8ZB0W68RqY,52,62,B8ZB0W68RqY_000052_000062
VtxFQIJSp-o,34,44,VtxFQIJSp-o_000034_000044
Y4-zOgfAtpc,126,136,Y4-zOgfAtpc_000126_000136
I94r2hpazHI,23,33,I94r2hpazHI_000023_000033
RMy4BTnlXl4,3,13,RMy4BTnlXl4_000003_000013
o9CtsDwF_Uo,120,130,o9CtsDwF_Uo_000120_000130
fh2YhytuPH8,100,110,fh2YhytuPH8_000100_000110
DrSL3Uddj6s,20,30,DrSL3Uddj6s_000020_000030
PxhnV8pRzIU,20,30,PxhnV8pRzIU_000020_000030
4KtgBzihw_A,7,17,4KtgBzihw_A_000007_000017
UOD7oll3Kqo,37,47,UOD7oll3Kqo_000037_000047
qcP1mb1IjjI,70,80,qcP1mb1IjjI_000070_000080
lOgaCo0sT7M,385,395,lOgaCo0sT7M_000385_000395
vWpGvMRT6mg,84,94,vWpGvMRT6mg_000084_000094
OVMLiXLPors,194,204,OVMLiXLPors_000194_000204
hYyDrHnebIg,54,64,hYyDrHnebIg_000054_000064
9rnNcYl8GCI,203,213,9rnNcYl8GCI_000203_000213
ieN8KAqiJl8,0,10,ieN8KAqiJl8_000000_000010
jI3DsQYLsk8,128,138,jI3DsQYLsk8_000128_000138
73W3rfqWM5E,103,113,73W3rfqWM5E_000103_000113
oLQpSzSqf_M,37,47,oLQpSzSqf_M_000037_000047
-3FihEVl-R8,26,36,-3FihEVl-R8_000026_000036
VNrTYWqzE4o,19,29,VNrTYWqzE4o_000019_000029
3hUNNowoz4U,38,48,3hUNNowoz4U_000038_000048
5PvvLJAHj-E,45,55,5PvvLJAHj-E_000045_000055
BAogaOXkM-U,118,128,BAogaOXkM-U_000118_000128
aKVBMyjrj2g,0,10,aKVBMyjrj2g_000000_000010
s0kTTBizjl8,106,116,s0kTTBizjl8_000106_000116
cgDBJ21gNfA,76,86,cgDBJ21gNfA_000076_000086
oxMly9ViEc8,15,25,oxMly9ViEc8_000015_000025
2JlC8lGuwms,397,407,2JlC8lGuwms_000397_000407
CVdXb-pHwJc,310,320,CVdXb-pHwJc_000310_000320
EjQCOH12RX0,65,75,EjQCOH12RX0_000065_000075
vrSOcb5HWeY,187,197,vrSOcb5HWeY_000187_000197
r5x-tVRh5w0,1,11,r5x-tVRh5w0_000001_000011
UBk3z-la0b4,64,74,UBk3z-la0b4_000064_000074
82p_6eJKeI0,184,194,82p_6eJKeI0_000184_000194
uMtGlIwGUgY,4,14,uMtGlIwGUgY_000004_000014
PhdqY9sa7q4,10,20,PhdqY9sa7q4_000010_000020
V67Q0gb5Jm4,0,10,V67Q0gb5Jm4_000000_000010
uxRlGWiGjD8,13,23,uxRlGWiGjD8_000013_000023
ldFWnRLoyls,43,53,ldFWnRLoyls_000043_000053
9yvF2LlT4ic,13,23,9yvF2LlT4ic_000013_000023
SjbMhrbrQ4I,47,57,SjbMhrbrQ4I_000047_000057
KiHx-tTKwXk,2,12,KiHx-tTKwXk_000002_000012
0SPNHAMUNRg,237,247,0SPNHAMUNRg_000237_000247
QAzcfky6V40,5,15,QAzcfky6V40_000005_000015
UAIJnI7fQYo,2,12,UAIJnI7fQYo_000002_000012
L7MypCWD8eE,31,41,L7MypCWD8eE_000031_000041
6-FZ9ql6JE8,16,26,6-FZ9ql6JE8_000016_000026
lQ-nuxMVdqw,104,114,lQ-nuxMVdqw_000104_000114
qU9kU3pM4r0,3,13,qU9kU3pM4r0_000003_000013
22BwU23uhiA,61,71,22BwU23uhiA_000061_000071
mdpUEQQF03s,4,14,mdpUEQQF03s_000004_000014
VS8DstXv5I0,1,11,VS8DstXv5I0_000001_000011
B1hpiIubpOk,102,112,B1hpiIubpOk_000102_000112
XZEWoxTqXMk,198,208,XZEWoxTqXMk_000198_000208
w40WGJ_qUr8,96,106,w40WGJ_qUr8_000096_000106
Nw4UOtDFzus,24,34,Nw4UOtDFzus_000024_000034
h9Q8pl4oQLg,16,26,h9Q8pl4oQLg_000016_000026
C4BoS9SmMrs,7,17,C4BoS9SmMrs_000007_000017
Dd8clccI5_w,44,54,Dd8clccI5_w_000044_000054
pJo148RDaeU,45,55,pJo148RDaeU_000045_000055
D8hw4lZJJsQ,10,20,D8hw4lZJJsQ_000010_000020
mkRBzhkeNOk,2,12,mkRBzhkeNOk_000002_000012
vIBEYjqXyag,41,51,vIBEYjqXyag_000041_000051
-orecnYvpNw,45,55,-orecnYvpNw_000045_000055
yob7X675d7Q,20,30,yob7X675d7Q_000020_000030
PFr87pXA4Yk,10,20,PFr87pXA4Yk_000010_000020
yvIgneIKVFE,28,38,yvIgneIKVFE_000028_000038
_1156Nx0jrA,64,74,_1156Nx0jrA_000064_000074
EbXC4bGpZ4M,34,44,EbXC4bGpZ4M_000034_000044
qQG6TKXcj7E,19,29,qQG6TKXcj7E_000019_000029
0PG6yWc1Dhc,2,12,0PG6yWc1Dhc_000002_000012
N46RS8AUSm4,0,10,N46RS8AUSm4_000000_000010
n3fN9ELsQwk,3,13,n3fN9ELsQwk_000003_000013
3APHysxsZRk,12,22,3APHysxsZRk_000012_000022
27JRjnDYYjY,54,64,27JRjnDYYjY_000054_000064
IlGSx74JSno,2,12,IlGSx74JSno_000002_000012
Fdzzexpkwwk,0,10,Fdzzexpkwwk_000000_000010
m7Max2xBe80,136,146,m7Max2xBe80_000136_000146
c01KmnMYtI4,203,213,c01KmnMYtI4_000203_000213
vl8LnvOqmOs,417,427,vl8LnvOqmOs_000417_000427
nXqZmRfYrBI,1245,1255,nXqZmRfYrBI_001245_001255
xn0mmEq9B50,45,55,xn0mmEq9B50_000045_000055
YRi8rvlCSqY,119,129,YRi8rvlCSqY_000119_000129
8cIGpQVEtZY,125,135,8cIGpQVEtZY_000125_000135
GGXrV7yTKLA,23,33,GGXrV7yTKLA_000023_000033
edW2H0bvC14,15,25,edW2H0bvC14_000015_000025
bBbQEoN9qgg,20,30,bBbQEoN9qgg_000020_000030
HY5bkoBSSMs,1,11,HY5bkoBSSMs_000001_000011
02NYzr94OW4,0,10,02NYzr94OW4_000000_000010
J8SnVqeerJ0,272,282,J8SnVqeerJ0_000272_000282
LSrLHCz-nsY,245,255,LSrLHCz-nsY_000245_000255
E-_yhUYS0yA,21,31,E-_yhUYS0yA_000021_000031
_wtwvaM3rmQ,65,75,_wtwvaM3rmQ_000065_000075
3K2EY9lh510,46,56,3K2EY9lh510_000046_000056
lKJoFx0ISTk,221,231,lKJoFx0ISTk_000221_000231
Tv-sTbn3uEs,41,51,Tv-sTbn3uEs_000041_000051
MaJgl2DrQGM,233,243,MaJgl2DrQGM_000233_000243
wqm3gMe2grg,106,116,wqm3gMe2grg_000106_000116
WyYwXctzyXU,17,27,WyYwXctzyXU_000017_000027
Tfg2jVnclPs,215,225,Tfg2jVnclPs_000215_000225
hYKig_RxoUE,6,16,hYKig_RxoUE_000006_000016
DPWTBIf7YP8,16,26,DPWTBIf7YP8_000016_000026
KlM-6TS1_eA,161,171,KlM-6TS1_eA_000161_000171
AiqK7B1BIXI,172,182,AiqK7B1BIXI_000172_000182
xFBn_eq2d-8,1,11,xFBn_eq2d-8_000001_000011
aM50npj9fxs,242,252,aM50npj9fxs_000242_000252
fvb2c8Ek-v4,26,36,fvb2c8Ek-v4_000026_000036
uWW1koicFec,44,54,uWW1koicFec_000044_000054
T6VthjnJhrk,48,58,T6VthjnJhrk_000048_000058
ME62YIdoIAU,125,135,ME62YIdoIAU_000125_000135
nq6fS2K-QmY,89,99,nq6fS2K-QmY_000089_000099
6molw-AvcNg,0,10,6molw-AvcNg_000000_000010
vHYJvPK3ygA,28,38,vHYJvPK3ygA_000028_000038
9gUy_b7dpWw,180,190,9gUy_b7dpWw_000180_000190
-32HzN7YtqY,0,10,-32HzN7YtqY_000000_000010
x9gb6MjaRpE,725,735,x9gb6MjaRpE_000725_000735
-WrHiom0Pjg,4,14,-WrHiom0Pjg_000004_000014
Wh-HilPUQqI,47,57,Wh-HilPUQqI_000047_000057
fveQJ8ctstY,12,22,fveQJ8ctstY_000012_000022
efz9knfuPxg,161,171,efz9knfuPxg_000161_000171
Ch6R3fQsEAc,57,67,Ch6R3fQsEAc_000057_000067
Acs-Atxxafg,21,31,Acs-Atxxafg_000021_000031
GiqXia9Qrlk,265,275,GiqXia9Qrlk_000265_000275
lw4-sKNFwIY,3,13,lw4-sKNFwIY_000003_000013
E4TUP5PSvsg,80,90,E4TUP5PSvsg_000080_000090
4_i4Z8HoUlQ,17,27,4_i4Z8HoUlQ_000017_000027
SnY0i_DGsT4,41,51,SnY0i_DGsT4_000041_000051
-UPhI6kTl60,0,10,-UPhI6kTl60_000000_000010
ipnS2WX96GM,28,38,ipnS2WX96GM_000028_000038
qDCe8blj11c,82,92,qDCe8blj11c_000082_000092
mYtdefAfWPs,0,10,mYtdefAfWPs_000000_000010
kDTcQwjqGeY,94,104,kDTcQwjqGeY_000094_000104
yRejTQpMfrU,342,352,yRejTQpMfrU_000342_000352
sabTglWbZGQ,45,55,sabTglWbZGQ_000045_000055
zTla7eAOQEA,0,10,zTla7eAOQEA_000000_000010
bS89cXWNeMg,0,10,bS89cXWNeMg_000000_000010
B5uT-L-lJpo,86,96,B5uT-L-lJpo_000086_000096
maYjWedFHG8,27,37,maYjWedFHG8_000027_000037
NhLqCmZtLZs,46,56,NhLqCmZtLZs_000046_000056
tJU01IvWyew,27,37,tJU01IvWyew_000027_000037
HbAYoheAboo,3,13,HbAYoheAboo_000003_000013
VF8yGeIdljM,16,26,VF8yGeIdljM_000016_000026
-slzLPKLyQE,4,14,-slzLPKLyQE_000004_000014
lAWqnI6URH0,5,15,lAWqnI6URH0_000005_000015
8frtN1kXCmM,49,59,8frtN1kXCmM_000049_000059
XXbyxc16Sqo,508,518,XXbyxc16Sqo_000508_000518
fJ83cOLspk4,145,155,fJ83cOLspk4_000145_000155
c7R_RDH6s_A,122,132,c7R_RDH6s_A_000122_000132
tkdK61qwE8U,229,239,tkdK61qwE8U_000229_000239
pjguPxZv8Dw,7,17,pjguPxZv8Dw_000007_000017
4d9xTjILXbk,13,23,4d9xTjILXbk_000013_000023
gIAxZ-hdCFM,52,62,gIAxZ-hdCFM_000052_000062
BVq8JPkOek8,0,10,BVq8JPkOek8_000000_000010
gG87h-fnpRo,1046,1056,gG87h-fnpRo_001046_001056
LZaFbmHIn_s,7,17,LZaFbmHIn_s_000007_000017
70QjP4hnkSE,116,126,70QjP4hnkSE_000116_000126
KqmWyLjSGx4,153,163,KqmWyLjSGx4_000153_000163
rdtuYaT3pp4,338,348,rdtuYaT3pp4_000338_000348
_ymEAmAbhxU,9,19,_ymEAmAbhxU_000009_000019
WdpsIyUqZGA,20,30,WdpsIyUqZGA_000020_000030
v2ligLPaPgc,0,10,v2ligLPaPgc_000000_000010
KOSv0IxME20,0,10,KOSv0IxME20_000000_000010
TlBccpkmld8,0,10,TlBccpkmld8_000000_000010
L1q6haCSaGk,269,279,L1q6haCSaGk_000269_000279
_VYrb1Qcc18,85,95,_VYrb1Qcc18_000085_000095
86ddt0ZqMs8,3,13,86ddt0ZqMs8_000003_000013
NSMyF6ySY4s,48,58,NSMyF6ySY4s_000048_000058
gHdiOZx65r8,0,10,gHdiOZx65r8_000000_000010
TIIkskydUN4,13,23,TIIkskydUN4_000013_000023
19mfiQcpTh8,25,35,19mfiQcpTh8_000025_000035
wdKSuHZ8j_A,191,201,wdKSuHZ8j_A_000191_000201
mjXXw3ZdZlg,140,150,mjXXw3ZdZlg_000140_000150
_UozgcUZkiA,53,63,_UozgcUZkiA_000053_000063
U3FGSsidKeI,1,11,U3FGSsidKeI_000001_000011
QxEW91DTf6I,60,70,QxEW91DTf6I_000060_000070
KffatQ33vOc,155,165,KffatQ33vOc_000155_000165
3bSiHbbGj7A,70,80,3bSiHbbGj7A_000070_000080
-EmJ2fqvcsU,144,154,-EmJ2fqvcsU_000144_000154
Q33Rs-kmzHs,70,80,Q33Rs-kmzHs_000070_000080
11oYcNY_5Po,289,299,11oYcNY_5Po_000289_000299
ZEeBSmcKX-4,53,63,ZEeBSmcKX-4_000053_000063
RdZklAZ0K80,95,105,RdZklAZ0K80_000095_000105
Em4fY9VOzco,59,69,Em4fY9VOzco_000059_000069
-DeepadAEGo,15,25,-DeepadAEGo_000015_000025
-16TZQLfXUc,60,70,-16TZQLfXUc_000060_000070
PpdqSMIZ8RE,63,73,PpdqSMIZ8RE_000063_000073
sJZF4LpCeTk,41,51,sJZF4LpCeTk_000041_000051
-H0Pv3LYeOo,222,232,-H0Pv3LYeOo_000222_000232
rvOJZ8T2roo,4,14,rvOJZ8T2roo_000004_000014
B1JoAUA19Jw,38,48,B1JoAUA19Jw_000038_000048
k4CTn9j9wvg,3,13,k4CTn9j9wvg_000003_000013
OlBr8yRg_hM,420,430,OlBr8yRg_hM_000420_000430
bMZiL7YBj0k,28,38,bMZiL7YBj0k_000028_000038
tbdQK8Hox24,272,282,tbdQK8Hox24_000272_000282
2i7X4qS_UsA,328,338,2i7X4qS_UsA_000328_000338
sPYjTvcJp6M,218,228,sPYjTvcJp6M_000218_000228
-5EKnCsR9A8,144,154,-5EKnCsR9A8_000144_000154
xfHMVz8nyp8,13,23,xfHMVz8nyp8_000013_000023
aiTW2v3korM,214,224,aiTW2v3korM_000214_000224
KXbvjxW0Bi4,140,150,KXbvjxW0Bi4_000140_000150
YB7EV2yk7Rc,2,12,YB7EV2yk7Rc_000002_000012
UDJVPZjhBOM,10,20,UDJVPZjhBOM_000010_000020
C2kfr1vPCvI,61,71,C2kfr1vPCvI_000061_000071
sAxiwj2TLuI,14,24,sAxiwj2TLuI_000014_000024
-5RvkhL92b4,123,133,-5RvkhL92b4_000123_000133
5Z_Byx0gWx8,153,163,5Z_Byx0gWx8_000153_000163
d5q5OvyOvfU,198,208,d5q5OvyOvfU_000198_000208
sQQ0J7HK2Xk,55,65,sQQ0J7HK2Xk_000055_000065
o56flyxHAN0,67,77,o56flyxHAN0_000067_000077
jInQUc9TUhY,31,41,jInQUc9TUhY_000031_000041
xdbSMXBEqSQ,367,377,xdbSMXBEqSQ_000367_000377
R3QbUIYUCuo,106,116,R3QbUIYUCuo_000106_000116
PWVjjNBHuiU,39,49,PWVjjNBHuiU_000039_000049
VFLysPnwteA,359,369,VFLysPnwteA_000359_000369
kYuvc4GYUV8,2,12,kYuvc4GYUV8_000002_000012
xucjSuqtnOQ,79,89,xucjSuqtnOQ_000079_000089
wF-thqQURuA,59,69,wF-thqQURuA_000059_000069
aZ6YbyNsJwo,32,42,aZ6YbyNsJwo_000032_000042
7buId-dThUI,0,10,7buId-dThUI_000000_000010
dY78QUNrktc,114,124,dY78QUNrktc_000114_000124
zPB8v1yCZ8o,0,10,zPB8v1yCZ8o_000000_000010
_8qWiaPtuQI,193,203,_8qWiaPtuQI_000193_000203
fV3vwOJnq1U,76,86,fV3vwOJnq1U_000076_000086
IhRg5SbIX4g,0,10,IhRg5SbIX4g_000000_000010
ZBL2yedGvr0,203,213,ZBL2yedGvr0_000203_000213
sB8zIRhUvGQ,77,87,sB8zIRhUvGQ_000077_000087
DVVY0xG0Saw,24,34,DVVY0xG0Saw_000024_000034
qv3pEcacYUU,161,171,qv3pEcacYUU_000161_000171
RtTiQaLxDa8,572,582,RtTiQaLxDa8_000572_000582
bsl8cc73Src,33,43,bsl8cc73Src_000033_000043
LJhJedcVj1I,45,55,LJhJedcVj1I_000045_000055
BcSwKxgUyos,30,40,BcSwKxgUyos_000030_000040
UR07PiR12PA,68,78,UR07PiR12PA_000068_000078
srOMVMZvpeg,202,212,srOMVMZvpeg_000202_000212
pyDDTTZxIe4,29,39,pyDDTTZxIe4_000029_000039
XCt5wPHDW-4,97,107,XCt5wPHDW-4_000097_000107
7jzSPoxmCKc,12,22,7jzSPoxmCKc_000012_000022
IIJ0yNu_d-M,210,220,IIJ0yNu_d-M_000210_000220
qv52dt2I-jg,0,10,qv52dt2I-jg_000000_000010
3ECiFrpaHnc,40,50,3ECiFrpaHnc_000040_000050
ZKBwsmO2izA,48,58,ZKBwsmO2izA_000048_000058
Ew2-gQJz9Yk,117,127,Ew2-gQJz9Yk_000117_000127
Q4K-FrW7M8U,143,153,Q4K-FrW7M8U_000143_000153
_cgexIw6S2M,491,501,_cgexIw6S2M_000491_000501
ftV7CflOW48,20,30,ftV7CflOW48_000020_000030
yNfS9U7omvM,22,32,yNfS9U7omvM_000022_000032
kvgltmwknA4,102,112,kvgltmwknA4_000102_000112
mRIyto0TV2g,329,339,mRIyto0TV2g_000329_000339
ch5Vu2__SsM,247,257,ch5Vu2__SsM_000247_000257
VNaiIFvcqD0,82,92,VNaiIFvcqD0_000082_000092
mnUB6BOcuHI,59,69,mnUB6BOcuHI_000059_000069
3wc0rLHecYs,168,178,3wc0rLHecYs_000168_000178
p3LbNolLIhs,20,30,p3LbNolLIhs_000020_000030
NdOxRJkeeB8,0,10,NdOxRJkeeB8_000000_000010
UhbA0-DTEQw,24,34,UhbA0-DTEQw_000024_000034
dRFaoJLKwEQ,29,39,dRFaoJLKwEQ_000029_000039
sdnc25nFEEE,436,446,sdnc25nFEEE_000436_000446
AsVrYvLjEGg,70,80,AsVrYvLjEGg_000070_000080
bNu45xcQHRc,5,15,bNu45xcQHRc_000005_000015
cpT8snZiH18,37,47,cpT8snZiH18_000037_000047
uZSOL9ISrmM,2,12,uZSOL9ISrmM_000002_000012
nSKBch5rk64,47,57,nSKBch5rk64_000047_000057
tMFS9F6eSU4,40,50,tMFS9F6eSU4_000040_000050
vb5ufNdJsuM,66,76,vb5ufNdJsuM_000066_000076
L-vYeEfItLE,139,149,L-vYeEfItLE_000139_000149
y8QjLMBJ6cs,43,53,y8QjLMBJ6cs_000043_000053
kx63wWnAeJ0,102,112,kx63wWnAeJ0_000102_000112
hB0x-wdlxWk,85,95,hB0x-wdlxWk_000085_000095
3mqhFwd5IsI,150,160,3mqhFwd5IsI_000150_000160
Min-Ry5VHho,16,26,Min-Ry5VHho_000016_000026
